,0
533,6
534,6
535,6
536,6
537,6
538,6
539,6
540,6
541,6
542,6
543,6
544,6
545,6
546,6
547,6
548,6
549,6
550,6
551,6
552,6
553,6
554,6
555,6
556,6
557,6
558,6
559,6
560,7
561,7
562,7
563,7
564,7
565,7
566,7
567,7
568,7
569,7
570,7
571,7
572,7
573,7
574,7
575,7
576,7
577,7
578,7
579,7
580,7
581,7
582,7
583,7
584,7
585,7
586,7
587,7
588,7
589,7
590,7
591,7
592,7
593,7
594,7
595,7
596,7
597,7
598,7
599,7
600,7
601,7
602,7
603,7
604,7
605,7
606,7
607,7
608,7
609,7
610,7
611,7
612,7
613,7
614,7
615,7
616,7
617,7
618,7
619,7
620,7
621,7
622,7
623,7
624,7
625,7
626,7
627,7
628,7
629,7
630,7
631,7
632,7
633,7
634,7
635,7
636,7
637,7
638,7
639,7
640,8
641,8
642,8
643,8
644,8
645,8
646,8
647,8
648,8
649,8
650,8
651,8
652,8
653,8
654,8
655,8
656,8
657,8
658,8
659,8
660,8
661,8
662,8
663,8
664,8
665,8
666,8
667,8
668,8
669,8
670,8
671,8
672,8
673,8
674,8
675,8
676,8
677,8
678,8
679,8
680,8
681,8
682,8
683,8
684,8
685,8
686,8
687,8
688,8
689,8
690,8
691,8
692,8
693,8
694,8
695,8
696,8
697,8
698,8
699,8
700,8
701,8
702,8
703,8
704,8
705,8
706,8
707,8
708,8
709,8
710,8
711,8
712,8
713,8
714,8
715,8
716,8
717,8
718,8
719,8
720,9
721,9
722,9
723,9
724,9
725,9
726,9
727,9
728,9
729,9
730,9
731,9
732,9
733,9
734,9
735,9
736,9
737,9
738,9
739,9
740,9
741,9
742,9
743,9
744,9
745,9
746,9
747,9
748,9
749,9
750,9
751,9
752,9
753,9
754,9
755,9
756,9
757,9
758,9
759,9
760,9
761,9
762,9
763,9
764,9
765,9
766,9
767,9
768,9
769,9
770,9
771,9
772,9
773,9
774,9
775,9
776,9
777,9
778,9
779,9
780,9
781,9
782,9
783,9
784,9
785,9
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,9
794,9
795,9
796,9
797,9
798,9
799,9
800,10
801,10
802,10
803,10
804,10
805,10
806,10
807,10
808,10
809,10
810,10
811,10
812,10
813,10
814,10
815,10
816,10
817,10
818,10
819,10
820,10
821,10
822,10
823,10
824,10
825,10
826,10
827,10
828,10
829,10
830,10
831,10
832,10
833,10
834,10
835,10
836,10
837,10
838,10
839,10
840,10
841,10
842,10
843,10
844,10
845,10
846,10
847,10
848,10
849,10
850,10
851,10
852,10
853,10
854,10
855,10
856,10
857,10
858,10
859,10
860,10
861,10
862,10
863,10
864,10
865,10
866,10
867,10
868,10
869,10
870,10
871,10
872,10
873,10
874,10
875,10
876,10
877,10
878,10
879,10
880,11
881,11
882,11
883,11
884,11
885,11
886,11
887,11
888,11
889,11
890,11
891,11
892,11
893,11
894,11
895,11
896,11
897,11
898,11
899,11
900,11
901,11
902,11
903,11
904,11
905,11
906,11
907,11
908,11
909,11
910,11
911,11
912,11
913,11
914,11
915,11
916,11
917,11
918,11
919,11
920,11
921,11
922,11
923,11
924,11
925,11
926,11
927,11
928,11
929,11
930,11
931,11
932,11
933,11
934,11
935,11
936,11
937,11
938,11
939,11
940,11
941,11
942,11
943,11
944,11
945,11
946,11
947,11
948,11
949,11
950,11
951,11
952,11
953,11
954,11
955,11
956,11
957,11
958,11
959,11
960,12
961,12
962,12
963,12
964,12
965,12
966,12
967,12
968,12
969,12
970,12
971,12
972,12
973,12
974,12
975,12
976,12
977,12
978,12
979,12
980,12
981,12
982,12
983,12
984,12
985,12
986,12
987,12
988,12
989,12
990,12
991,12
992,12
993,12
994,12
995,12
996,12
997,12
998,12
999,12
1000,12
1001,12
1002,12
1003,12
1004,12
1005,12
1006,12
1007,12
1008,12
1009,12
1010,12
1011,12
1012,12
1013,12
1014,12
1015,12
1016,12
1017,12
1018,12
1019,12
1020,12
1021,12
1022,12
1023,12
1024,12
1025,12
1026,12
1027,12
1028,12
1029,12
1030,12
1031,12
1032,12
1033,12
1034,12
1035,12
1036,12
1037,12
1038,12
1039,12
1040,13
1041,13
1042,13
1043,13
1044,13
1045,13
1046,13
1047,13
1048,13
1049,13
1050,13
1051,13
1052,13
1053,13
1054,13
1055,13
1056,13
1057,13
1058,13
1059,13
1060,13
1061,13
1062,13
1063,13
1064,13
1065,13
1066,13
1067,13
1068,13
1069,13
1070,13
1071,13
1072,13
1073,13
1074,13
1075,13
1076,13
1077,13
1078,13
1079,13
1080,13
1081,13
1082,13
1083,13
1084,13
1085,13
1086,13
1087,13
1088,13
1089,13
1090,13
1091,13
1092,13
1093,13
1094,13
1095,13
1096,13
1097,13
1098,13
1099,13
1100,13
1101,13
1102,13
1103,13
1104,13
1105,13
1106,13
1107,13
1108,13
1109,13
1110,13
1111,13
1112,13
1113,13
1114,13
1115,13
1116,13
1117,13
1118,13
1119,13
1120,14
1121,14
1122,14
1123,14
1124,14
1125,14
1126,14
1127,14
1128,14
1129,14
1130,14
1131,14
1132,14
1133,14
1134,14
1135,14
1136,14
1137,14
1138,14
1139,14
1140,14
1141,14
1142,14
1143,14
1144,14
1145,14
1146,14
1147,14
1148,14
1149,14
1150,14
1151,14
1152,14
1153,14
1154,14
1155,14
1156,14
1157,14
1158,14
1159,14
1160,14
1161,14
1162,14
1163,14
1164,14
1165,14
1166,14
1167,14
1168,14
1169,14
1170,14
1171,14
1172,14
1173,14
1174,14
1175,14
1176,14
1177,14
1178,14
1179,14
1180,14
1181,14
1182,14
1183,14
1184,14
1185,14
1186,14
1187,14
1188,14
1189,14
1190,14
1191,14
1192,14
1193,14
1194,14
1195,14
1196,14
1197,14
1198,14
1199,14
1200,15
1201,15
1202,15
1203,15
1204,15
1205,15
1206,15
1207,15
1208,15
1209,15
1210,15
1211,15
1212,15
1213,15
1214,15
1215,15
1216,15
1217,15
1218,15
1219,15
1220,15
1221,15
1222,15
1223,15
1224,15
1225,15
1226,15
1227,15
1228,15
1229,15
1230,15
1231,15
1232,15
1233,15
1234,15
1235,15
1236,15
1237,15
1238,15
1239,15
1240,15
1241,15
1242,15
1243,15
1244,15
1245,15
1246,15
1247,15
1248,15
1249,15
1250,15
1251,15
1252,15
1253,15
1254,15
1255,15
1256,15
1257,15
1258,15
1259,15
1260,15
1261,15
1262,15
1263,15
1264,15
1265,15
1266,15
1267,15
1268,15
1269,15
1270,15
1271,15
1272,15
1273,15
1274,15
1275,15
1276,15
1277,15
1278,15
1279,15
1280,16
1281,16
1282,16
1283,16
1284,16
1285,16
1286,16
1287,16
1288,16
1289,16
1290,16
1291,16
1292,16
1293,16
1294,16
1295,16
1296,16
1297,16
1298,16
1299,16
1300,16
1301,16
1302,16
1303,16
1304,16
1305,16
1306,16
1307,16
1308,16
1309,16
1310,16
1311,16
1312,16
1313,16
1314,16
1315,16
1316,16
1317,16
1318,16
1319,16
1320,16
1321,16
1322,16
1323,16
1324,16
1325,16
1326,16
1327,16
1328,16
1329,16
1330,16
1331,16
1332,16
1333,16
1334,16
1335,16
1336,16
1337,16
1338,16
1339,16
1340,16
1341,16
1342,16
1343,16
1344,16
1345,16
1346,16
1347,16
1348,16
1349,16
1350,16
1351,16
1352,16
1353,16
1354,16
1355,16
1356,16
1357,16
1358,16
1359,16
1360,17
1361,17
1362,17
1363,17
1364,17
1365,17
1366,17
1367,17
1368,17
1369,17
1370,17
1371,17
1372,17
1373,17
1374,17
1375,17
1376,17
1377,17
1378,17
1379,17
1380,17
1381,17
1382,17
1383,17
1384,17
1385,17
1386,17
1387,17
1388,17
1389,17
1390,17
1391,17
1392,17
1393,17
1394,17
1395,17
1396,17
1397,17
1398,17
1399,17
1400,17
1401,17
1402,17
1403,17
1404,17
1405,17
1406,17
1407,17
1408,17
1409,17
1410,17
1411,17
1412,17
1413,17
1414,17
1415,17
1416,17
1417,17
1418,17
1419,17
1420,17
1421,17
1422,17
1423,17
1424,17
1425,17
1426,17
1427,17
1428,17
1429,17
1430,17
1431,17
1432,17
1433,17
1434,17
1435,17
1436,17
1437,17
1438,17
1439,17
1440,18
1441,18
1442,18
1443,18
1444,18
1445,18
1446,18
1447,18
1448,18
1449,18
1450,18
1451,18
1452,18
1453,18
1454,18
1455,18
1456,18
1457,18
1458,18
1459,18
1460,18
1461,18
1462,18
1463,18
1464,18
1465,18
1466,18
1467,18
1468,18
1469,18
1470,18
1471,18
1472,18
1473,18
1474,18
1475,18
1476,18
1477,18
1478,18
1479,18
1480,18
1481,18
1482,18
1483,18
1484,18
1485,18
1486,18
1487,18
1488,18
1489,18
1490,18
1491,18
1492,18
1493,18
1494,18
1495,18
1496,18
1497,18
1498,18
1499,18
1500,18
1501,18
1502,18
1503,18
1504,18
1505,18
1506,18
1507,18
1508,18
1509,18
1510,18
1511,18
1512,18
1513,18
1514,18
1515,18
1516,18
1517,18
1518,18
1519,18
1520,19
1521,19
1522,19
1523,19
1524,19
1525,19
1526,19
1527,19
1528,19
1529,19
1530,19
1531,19
1532,19
1533,19
1534,19
1535,19
1536,19
1537,19
1538,19
1539,19
1540,19
1541,19
1542,19
1543,19
1544,19
1545,19
1546,19
1547,19
1548,19
1549,19
1550,19
1551,19
1552,19
1553,19
1554,19
1555,19
1556,19
1557,19
1558,19
1559,19
1560,19
1561,19
1562,19
1563,19
1564,19
1565,19
1566,19
1567,19
1568,19
1569,19
1570,19
1571,19
1572,19
1573,19
1574,19
1575,19
1576,19
1577,19
1578,19
1579,19
1580,19
1581,19
1582,19
1583,19
1584,19
1585,19
1586,19
1587,19
1588,19
1589,19
1590,19
1591,19
1592,19
1593,19
1594,19
1595,19
1596,19
1597,19
1598,19
1599,19
1600,20
1601,20
1602,20
1603,20
1604,20
1605,20
1606,20
1607,20
1608,20
1609,20
1610,20
1611,20
1612,20
1613,20
1614,20
1615,20
1616,20
1617,20
1618,20
1619,20
1620,20
1621,20
1622,20
1623,20
1624,20
1625,20
1626,20
1627,20
1628,20
1629,20
1630,20
1631,20
1632,20
1633,20
1634,20
1635,20
1636,20
1637,20
1638,20
1639,20
1640,20
1641,20
1642,20
1643,20
1644,20
1645,20
1646,20
1647,20
1648,20
1649,20
1650,20
1651,20
1652,20
1653,20
1654,20
1655,20
1656,20
1657,20
1658,20
1659,20
1660,20
1661,20
1662,20
1663,20
1664,20
1665,20
1666,20
1667,20
1668,20
1669,20
1670,20
1671,20
1672,20
1673,20
1674,20
1675,20
1676,20
1677,20
1678,20
1679,20
1680,21
1681,21
1682,21
1683,21
1684,21
1685,21
1686,21
1687,21
1688,21
1689,21
1690,21
1691,21
1692,21
1693,21
1694,21
1695,21
1696,21
1697,21
1698,21
1699,21
1700,21
1701,21
1702,21
1703,21
1704,21
1705,21
1706,21
1707,21
1708,21
1709,21
1710,21
1711,21
1712,21
1713,21
1714,21
1715,21
1716,21
1717,21
1718,21
1719,21
1720,21
1721,21
1722,21
1723,21
1724,21
1725,21
1726,21
1727,21
1728,21
1729,21
1730,21
1731,21
1732,21
1733,21
1734,21
1735,21
1736,21
1737,21
1738,21
1739,21
1740,21
1741,21
1742,21
1743,21
1744,21
1745,21
1746,21
1747,21
1748,21
1749,21
1750,21
1751,21
1752,21
1753,21
1754,21
1755,21
1756,21
1757,21
1758,21
1759,21
1760,22
1761,22
1762,22
1763,22
1764,22
1765,22
1766,22
1767,22
1768,22
1769,22
1770,22
1771,22
1772,22
1773,22
1774,22
1775,22
1776,22
1777,22
1778,22
1779,22
1780,22
1781,22
1782,22
1783,22
1784,22
1785,22
1786,22
1787,22
1788,22
1789,22
1790,22
1791,22
1792,22
1793,22
1794,22
1795,22
1796,22
1797,22
1798,22
1799,22
1800,22
1801,22
1802,22
1803,22
1804,22
1805,22
1806,22
1807,22
1808,22
1809,22
1810,22
1811,22
1812,22
1813,22
1814,22
1815,22
1816,22
1817,22
1818,22
1819,22
1820,22
1821,22
1822,22
1823,22
1824,22
1825,22
1826,22
1827,22
1828,22
1829,22
1830,22
1831,22
1832,22
1833,22
1834,22
1835,22
1836,22
1837,22
1838,22
1839,22
1840,23
1841,23
1842,23
1843,23
1844,23
1845,23
1846,23
1847,23
1848,23
1849,23
1850,23
1851,23
1852,23
1853,23
1854,23
1855,23
1856,23
1857,23
1858,23
1859,23
1860,23
1861,23
1862,23
1863,23
1864,23
1865,23
1866,23
1867,23
1868,23
1869,23
1870,23
1871,23
1872,23
1873,23
1874,23
1875,23
1876,23
1877,23
1878,23
1879,23
1880,23
1881,23
1882,23
1883,23
1884,23
1885,23
1886,23
1887,23
1888,23
1889,23
1890,23
1891,23
1892,23
1893,23
1894,23
1895,23
1896,23
1897,23
1898,23
1899,23
1900,23
1901,23
1902,23
1903,23
1904,23
1905,23
1906,23
1907,23
1908,23
1909,23
1910,23
1911,23
1912,23
1913,23
1914,23
1915,23
1916,23
1917,23
1918,23
1919,23
1920,24
1921,24
1922,24
1923,24
1924,24
1925,24
1926,24
1927,24
1928,24
1929,24
1930,24
1931,24
1932,24
1933,24
1934,24
1935,24
1936,24
1937,24
1938,24
1939,24
1940,24
1941,24
1942,24
1943,24
1944,24
1945,24
1946,24
1947,24
1948,24
1949,24
1950,24
1951,24
1952,24
1953,24
1954,24
1955,24
1956,24
1957,24
1958,24
1959,24
1960,24
1961,24
1962,24
1963,24
1964,24
1965,24
1966,24
1967,24
1968,24
1969,24
1970,24
1971,24
1972,24
1973,24
1974,24
1975,24
1976,24
1977,24
1978,24
1979,24
1980,24
1981,24
1982,24
1983,24
1984,24
1985,24
1986,24
1987,24
1988,24
1989,24
1990,24
1991,24
1992,24
1993,24
1994,24
1995,24
1996,24
1997,24
1998,24
1999,24
2000,25
2001,25
2002,25
2003,25
2004,25
2005,25
2006,25
2007,25
2008,25
2009,25
2010,25
2011,25
2012,25
2013,25
2014,25
2015,25
2016,25
2017,25
2018,25
2019,25
2020,25
2021,25
2022,25
2023,25
2024,25
2025,25
2026,25
2027,25
2028,25
2029,25
2030,25
2031,25
2032,25
2033,25
2034,25
2035,25
2036,25
2037,25
2038,25
2039,25
2040,25
2041,25
2042,25
2043,25
2044,25
2045,25
2046,25
2047,25
2048,25
2049,25
2050,25
2051,25
2052,25
2053,25
2054,25
2055,25
2056,25
2057,25
2058,25
2059,25
2060,25
2061,25
2062,25
2063,25
2064,25
2065,25
2066,25
2067,25
2068,25
2069,25
2070,25
2071,25
2072,25
2073,25
2074,25
2075,25
2076,25
2077,25
2078,25
2079,25
2080,26
2081,26
2082,26
2083,26
2084,26
2085,26
2086,26
2087,26
2088,26
2089,26
2090,26
2091,26
2092,26
2093,26
2094,26
2095,26
2096,26
2097,26
2098,26
2099,26
2100,26
2101,26
2102,26
2103,26
2104,26
2105,26
2106,26
2107,26
2108,26
2109,26
2110,26
2111,26
2112,26
2113,26
2114,26
2115,26
2116,26
2117,26
2118,26
2119,26
2120,26
2121,26
2122,26
2123,26
2124,26
2125,26
2126,26
2127,26
2128,26
2129,26
2130,26
2131,26
2132,26
2133,26
2134,26
2135,26
2136,26
2137,26
2138,26
2139,26
2140,26
2141,26
2142,26
2143,26
2144,26
2145,26
2146,26
2147,26
2148,26
2149,26
2150,26
2151,26
2152,26
2153,26
2154,26
2155,26
2156,26
2157,26
2158,26
2159,26
2160,27
2161,27
2162,27
2163,27
2164,27
2165,27
2166,27
2167,27
2168,27
2169,27
2170,27
2171,27
2172,27
2173,27
2174,27
2175,27
2176,27
2177,27
2178,27
2179,27
2180,27
2181,27
2182,27
2183,27
2184,27
2185,27
2186,27
2187,27
2188,27
2189,27
2190,27
2191,27
2192,27
2193,27
2194,27
2195,27
2196,27
2197,27
2198,27
2199,27
2200,27
2201,27
2202,27
2203,27
2204,27
2205,27
2206,27
2207,27
2208,27
2209,27
2210,27
2211,27
2212,27
2213,27
2214,27
2215,27
2216,27
2217,27
2218,27
2219,27
2220,27
2221,27
2222,27
2223,27
2224,27
2225,27
2226,27
2227,27
2228,27
2229,27
2230,27
2231,27
2232,27
2233,27
2234,27
2235,27
2236,27
2237,27
2238,27
2239,27
2240,28
2241,28
2242,28
2243,28
2244,28
2245,28
2246,28
2247,28
2248,28
2249,28
2250,28
2251,28
2252,28
2253,28
2254,28
2255,28
2256,28
2257,28
2258,28
2259,28
2260,28
2261,28
2262,28
2263,28
2264,28
2265,28
2266,28
2267,28
2268,28
2269,28
2270,28
2271,28
2272,28
2273,28
2274,28
2275,28
2276,28
2277,28
2278,28
2279,28
2280,28
2281,28
2282,28
2283,28
2284,28
2285,28
2286,28
2287,28
2288,28
2289,28
2290,28
2291,28
2292,28
2293,28
2294,28
2295,28
2296,28
2297,28
2298,28
2299,28
2300,28
2301,28
2302,28
2303,28
2304,28
2305,28
2306,28
2307,28
2308,28
2309,28
2310,28
2311,28
2312,28
2313,28
2314,28
2315,28
2316,28
2317,28
2318,28
2319,28
2320,29
2321,29
2322,29
2323,29
2324,29
2325,29
2326,29
2327,29
2328,29
2329,29
2330,29
2331,29
2332,29
2333,29
2334,29
2335,29
2336,29
2337,29
2338,29
2339,29
2340,29
2341,29
2342,29
2343,29
2344,29
2345,29
2346,29
2347,29
2348,29
2349,29
2350,29
2351,29
2352,29
2353,29
2354,29
2355,29
2356,29
2357,29
2358,29
2359,29
2360,29
2361,29
2362,29
2363,29
2364,29
2365,29
2366,29
2367,29
2368,29
2369,29
2370,29
2371,29
2372,29
2373,29
2374,29
2375,29
2376,29
2377,29
2378,29
2379,29
2380,29
2381,29
2382,29
2383,29
2384,29
2385,29
2386,29
2387,29
2388,29
2389,29
2390,29
2391,29
2392,29
2393,29
2394,29
2395,29
2396,29
2397,29
2398,29
2399,29
2400,30
2401,30
2402,30
2403,30
2404,30
2405,30
2406,30
2407,30
2408,30
2409,30
2410,30
2411,30
2412,30
2413,30
2414,30
2415,30
2416,30
2417,30
2418,30
2419,30
2420,30
2421,30
2422,30
2423,30
2424,30
2425,30
2426,30
2427,30
2428,30
2429,30
2430,30
2431,30
2432,30
2433,30
2434,30
2435,30
2436,30
2437,30
2438,30
2439,30
2440,30
2441,30
2442,30
2443,30
2444,30
2445,30
2446,30
2447,30
2448,30
2449,30
2450,30
2451,30
2452,30
2453,30
2454,30
2455,30
2456,30
2457,30
2458,30
2459,30
2460,30
2461,30
2462,30
2463,30
2464,30
2465,30
2466,30
2467,30
2468,30
2469,30
2470,30
2471,30
2472,30
2473,30
2474,30
2475,30
2476,30
2477,30
2478,30
2479,30
2480,31
2481,31
2482,31
2483,31
2484,31
2485,31
2486,31
2487,31
2488,31
2489,31
2490,31
2491,31
2492,31
2493,31
2494,31
2495,31
2496,31
2497,31
2498,31
2499,31
2500,31
2501,31
2502,31
2503,31
2504,31
2505,31
2506,31
2507,31
2508,31
2509,31
2510,31
2511,31
2512,31
2513,31
2514,31
2515,31
2516,31
2517,31
2518,31
2519,31
2520,31
2521,31
2522,31
2523,31
2524,31
2525,31
2526,31
2527,31
2528,31
2529,31
2530,31
2531,31
2532,31
2533,31
2534,31
2535,31
2536,31
2537,31
2538,31
2539,31
2540,31
2541,31
2542,31
2543,31
2544,31
2545,31
2546,31
2547,31
2548,31
2549,31
2550,31
2551,31
2552,31
2553,31
2554,31
2555,31
2556,31
2557,31
2558,31
2559,31
2560,32
2561,32
2562,32
2563,32
2564,32
2565,32
2566,32
2567,32
2568,32
2569,32
2570,32
2571,32
2572,32
2573,32
2574,32
2575,32
2576,32
2577,32
2578,32
2579,32
2580,32
2581,32
2582,32
2583,32
2584,32
2585,32
2586,32
2587,32
2588,32
2589,32
2590,32
2591,32
2592,32
2593,32
2594,32
2595,32
2596,32
2597,32
2598,32
2599,32
2600,32
2601,32
2602,32
2603,32
2604,32
2605,32
2606,32
2607,32
2608,32
2609,32
2610,32
2611,32
2612,32
2613,32
2614,32
2615,32
2616,32
2617,32
2618,32
2619,32
2620,32
2621,32
2622,32
2623,32
2624,32
2625,32
2626,32
2627,32
2628,32
2629,32
2630,32
2631,32
2632,32
2633,32
2634,32
2635,32
2636,32
2637,32
2638,32
2639,32
2640,33
2641,33
2642,33
2643,33
2644,33
2645,33
2646,33
2647,33
2648,33
2649,33
2650,33
2651,33
2652,33
2653,33
2654,33
2655,33
2656,33
2657,33
2658,33
2659,33
2660,33
2661,33
2662,33
2663,33
2664,33
2665,33
2666,33
2667,33
2668,33
2669,33
2670,33
2671,33
2672,33
2673,33
2674,33
2675,33
2676,33
2677,33
2678,33
2679,33
2680,33
2681,33
2682,33
2683,33
2684,33
2685,33
2686,33
2687,33
2688,33
2689,33
2690,33
2691,33
2692,33
2693,33
2694,33
2695,33
2696,33
2697,33
2698,33
2699,33
2700,33
2701,33
2702,33
2703,33
2704,33
2705,33
2706,33
2707,33
2708,33
2709,33
2710,33
2711,33
2712,33
2713,33
2714,33
2715,33
2716,33
2717,33
2718,33
2719,33
2720,34
2721,34
2722,34
2723,34
2724,34
2725,34
2726,34
2727,34
2728,34
2729,34
2730,34
2731,34
2732,34
2733,34
2734,34
2735,34
2736,34
2737,34
2738,34
2739,34
2740,34
2741,34
2742,34
2743,34
2744,34
2745,34
2746,34
2747,34
2748,34
2749,34
2750,34
2751,34
2752,34
2753,34
2754,34
2755,34
2756,34
2757,34
2758,34
2759,34
2760,34
2761,34
2762,34
2763,34
2764,34
2765,34
2766,34
2767,34
2768,34
2769,34
2770,34
2771,34
2772,34
2773,34
2774,34
2775,34
2776,34
2777,34
2778,34
2779,34
2780,34
2781,34
2782,34
2783,34
2784,34
2785,34
2786,34
2787,34
2788,34
2789,34
2790,34
2791,34
2792,34
2793,34
2794,34
2795,34
2796,34
2797,34
2798,34
2799,34
2800,35
2801,35
2802,35
2803,35
2804,35
2805,35
2806,35
2807,35
2808,35
2809,35
2810,35
2811,35
2812,35
2813,35
2814,35
2815,35
2816,35
2817,35
2818,35
2819,35
2820,35
2821,35
2822,35
2823,35
2824,35
2825,35
2826,35
2827,35
2828,35
2829,35
2830,35
2831,35
2832,35
2833,35
2834,35
2835,35
2836,35
2837,35
2838,35
2839,35
2840,35
2841,35
2842,35
2843,35
2844,35
2845,35
2846,35
2847,35
2848,35
2849,35
2850,35
2851,35
2852,35
2853,35
2854,35
2855,35
2856,35
2857,35
2858,35
2859,35
2860,35
2861,35
2862,35
2863,35
2864,35
2865,35
2866,35
2867,35
2868,35
2869,35
2870,35
2871,35
2872,35
2873,35
2874,35
2875,35
2876,35
2877,35
2878,35
2879,35
2880,36
2881,36
2882,36
2883,36
2884,36
2885,36
2886,36
2887,36
2888,36
2889,36
2890,36
2891,36
2892,36
2893,36
2894,36
2895,36
2896,36
2897,36
2898,36
2899,36
2900,36
2901,36
2902,36
2903,36
2904,36
2905,36
2906,36
2907,36
2908,36
2909,36
2910,36
2911,36
2912,36
2913,36
2914,36
2915,36
2916,36
2917,36
2918,36
2919,36
2920,36
2921,36
2922,36
2923,36
2924,36
2925,36
2926,36
2927,36
2928,36
2929,36
2930,36
2931,36
2932,36
2933,36
2934,36
2935,36
2936,36
2937,36
2938,36
2939,36
2940,36
2941,36
2942,36
2943,36
2944,36
2945,36
2946,36
2947,36
2948,36
2949,36
2950,36
2951,36
2952,36
2953,36
2954,36
2955,36
2956,36
2957,36
2958,36
2959,36
2960,37
2961,37
2962,37
2963,37
2964,37
2965,37
2966,37
2967,37
2968,37
2969,37
2970,37
2971,37
2972,37
2973,37
2974,37
2975,37
2976,37
2977,37
2978,37
2979,37
2980,37
2981,37
2982,37
2983,37
2984,37
2985,37
2986,37
2987,37
2988,37
2989,37
2990,37
2991,37
2992,37
2993,37
2994,37
2995,37
2996,37
2997,37
